,treatment,age,education,Black,Hispanic,married,nodegree,RE75,RE78
57,0.0,33.0,12.0,0.0,0.0,1.0,0.0,25243.55,25564.67
58,0.0,23.0,12.0,0.0,0.0,1.0,0.0,21483.871,25121.352
59,0.0,23.0,11.0,0.0,1.0,1.0,1.0,469.0645,4776.012
60,1.0,29.0,12.0,1.0,0.0,0.0,0.0,1817.284,0.0
61,0.0,20.0,10.0,0.0,0.0,1.0,1.0,11995.161,17880.492
62,0.0,50.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
63,0.0,30.0,11.0,1.0,0.0,1.0,1.0,9311.938,3982.801
64,0.0,19.0,10.0,0.0,1.0,0.0,1.0,2275.368,4335.159
65,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,12760.17
66,0.0,30.0,16.0,1.0,0.0,1.0,0.0,20995.11,20951.21
67,0.0,24.0,12.0,0.0,0.0,1.0,0.0,17246.18,25564.67
68,0.0,24.0,14.0,1.0,0.0,0.0,0.0,4398.823,852.6482
69,0.0,43.0,11.0,0.0,0.0,1.0,1.0,14882.95,11941.51
70,0.0,38.0,10.0,0.0,0.0,1.0,1.0,25243.55,19584.31
71,0.0,47.0,12.0,0.0,0.0,1.0,0.0,33312.532,15072.811
72,0.0,47.0,13.0,0.0,0.0,1.0,0.0,25959.677,26625.677
73,0.0,20.0,13.0,0.0,0.0,0.0,0.0,2280.871,6268.516
74,0.0,28.0,13.0,0.0,0.0,1.0,0.0,25243.55,25564.67
75,0.0,39.0,17.0,0.0,0.0,1.0,0.0,50129.032,44331.797
76,0.0,25.0,14.0,0.0,0.0,1.0,0.0,11193.1,8285.613
77,0.0,41.0,4.0,1.0,0.0,0.0,1.0,5370.9677,5910.9063
78,0.0,50.0,10.0,0.0,0.0,1.0,1.0,25243.55,25564.67
79,0.0,37.0,17.0,0.0,0.0,1.0,0.0,35806.452,41376.344
80,0.0,54.0,13.0,0.0,0.0,1.0,0.0,25422.581,24382.488
81,0.0,51.0,12.0,0.0,0.0,1.0,0.0,25243.55,25564.67
82,0.0,23.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
83,0.0,54.0,18.0,0.0,0.0,1.0,0.0,25243.55,25564.67
84,0.0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,1455.69
85,0.0,20.0,12.0,0.0,0.0,0.0,0.0,6982.258,2857.923
86,0.0,18.0,12.0,0.0,0.0,0.0,0.0,1208.468,2232.845
87,0.0,19.0,11.0,0.0,0.0,0.0,1.0,4823.129,12578.41
88,0.0,35.0,12.0,0.0,0.0,0.0,0.0,21260.08,25272.08
89,0.0,38.0,10.0,0.0,1.0,1.0,1.0,17324.95,20530.06
90,0.0,37.0,17.0,0.0,0.0,1.0,0.0,43862.903,31032.258
91,0.0,18.0,10.0,0.0,0.0,0.0,1.0,5465.855,11419.87
92,0.0,21.0,15.0,0.0,0.0,1.0,0.0,0.0,16436.75
93,0.0,27.0,12.0,1.0,0.0,1.0,0.0,752.3901,0.0
94,0.0,24.0,10.0,0.0,0.0,1.0,1.0,0.0,5040.525
95,0.0,28.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0
96,0.0,35.0,9.0,0.0,0.0,1.0,1.0,9397.403,11087.38
97,0.0,33.0,16.0,0.0,0.0,1.0,0.0,25243.55,25564.67
98,0.0,31.0,9.0,1.0,0.0,1.0,1.0,5621.6129,10196.313
99,0.0,46.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0
100,0.0,50.0,12.0,0.0,0.0,1.0,0.0,27544.113,26876.891
101,0.0,46.0,9.0,0.0,0.0,1.0,1.0,25243.55,25564.67
102,0.0,29.0,14.0,0.0,0.0,1.0,0.0,16112.903,20688.172
103,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2160.436
104,0.0,35.0,18.0,0.0,0.0,0.0,0.0,9146.758,7313.269
105,0.0,23.0,12.0,0.0,1.0,0.0,0.0,18105.53,8876.704
106,0.0,30.0,8.0,0.0,0.0,1.0,1.0,15543.58,22984.56
107,0.0,18.0,12.0,0.0,0.0,0.0,0.0,3072.194,9946.578
108,0.0,43.0,10.0,1.0,0.0,1.0,1.0,2148.3871,0.0
109,0.0,19.0,13.0,0.0,0.0,0.0,0.0,23.27419,14902.87
110,0.0,29.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
111,0.0,27.0,7.0,1.0,0.0,1.0,1.0,7161.2903,5910.9063
112,0.0,36.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
113,0.0,31.0,14.0,0.0,0.0,1.0,0.0,25243.55,3143.124
114,0.0,48.0,10.0,1.0,0.0,1.0,1.0,30435.484,29554.531
115,0.0,49.0,14.0,0.0,0.0,1.0,0.0,0.0,25564.67
116,0.0,46.0,16.0,0.0,0.0,1.0,0.0,25243.55,25564.67
117,0.0,47.0,17.0,0.0,0.0,1.0,0.0,34016.129,35465.438
118,0.0,17.0,8.0,1.0,0.0,0.0,1.0,1178.219,14380.17
119,0.0,44.0,12.0,0.0,0.0,1.0,0.0,16743.1,19375.95
120,0.0,42.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
121,0.0,53.0,8.0,0.0,0.0,1.0,1.0,4329.0,15425.99
122,0.0,22.0,12.0,0.0,0.0,1.0,0.0,9735.774,10750.46
123,0.0,47.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
124,0.0,34.0,18.0,0.0,0.0,0.0,0.0,25243.55,25564.67
125,0.0,40.0,16.0,0.0,0.0,1.0,0.0,26854.839,32421.321
126,0.0,29.0,9.0,0.0,0.0,1.0,1.0,19063.35,25564.67
127,0.0,28.0,14.0,0.0,0.0,1.0,0.0,7877.4194,13742.857
128,0.0,27.0,12.0,0.0,0.0,1.0,0.0,3983.468,6054.246
129,0.0,54.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
130,0.0,30.0,11.0,0.0,0.0,1.0,1.0,25243.55,25564.67
131,0.0,32.0,12.0,1.0,0.0,1.0,0.0,15858.68,25564.67
132,0.0,16.0,10.0,0.0,1.0,0.0,1.0,1165.5,0.0
133,0.0,52.0,12.0,0.0,0.0,1.0,0.0,47622.581,39011.982
134,0.0,25.0,14.0,0.0,0.0,1.0,0.0,35806.452,33839.939
135,0.0,27.0,10.0,0.0,0.0,1.0,1.0,9400.984,644.2888
136,0.0,21.0,13.0,1.0,0.0,1.0,0.0,12532.258,25121.352
137,0.0,54.0,18.0,0.0,0.0,1.0,0.0,18189.68,16716.04
138,0.0,44.0,3.0,1.0,0.0,1.0,1.0,21483.871,26599.078
139,0.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,54.0,12.0,0.0,0.0,1.0,0.0,15273.24,24930.73
141,0.0,23.0,12.0,0.0,0.0,1.0,0.0,4167.871,12754.26
142,0.0,28.0,12.0,0.0,0.0,1.0,0.0,25243.55,25564.67
143,0.0,51.0,12.0,0.0,0.0,1.0,0.0,19199.42,22566.36
144,0.0,26.0,12.0,0.0,0.0,1.0,0.0,16112.903,25121.352
145,0.0,38.0,8.0,0.0,1.0,1.0,1.0,4978.887,8720.065
146,0.0,18.0,7.0,0.0,0.0,0.0,1.0,1509.242,298.5008
147,0.0,38.0,12.0,0.0,0.0,1.0,0.0,25243.55,25564.67
148,0.0,34.0,9.0,1.0,0.0,1.0,1.0,8951.6129,10344.086
149,0.0,22.0,15.0,0.0,0.0,1.0,0.0,17187.097,25860.215
150,0.0,32.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
151,0.0,26.0,13.0,0.0,0.0,0.0,0.0,5729.0323,9605.2227
152,0.0,27.0,9.0,0.0,0.0,1.0,1.0,5655.629,2852.012
153,0.0,36.0,14.0,0.0,0.0,1.0,0.0,20354.18,25564.67
154,0.0,24.0,12.0,1.0,0.0,1.0,0.0,25959.677,31032.258
155,0.0,51.0,8.0,0.0,0.0,1.0,1.0,1546.8387,0.0
156,0.0,18.0,12.0,0.0,0.0,0.0,0.0,9653.419,10964.73
157,0.0,55.0,12.0,0.0,0.0,1.0,0.0,4710.339,0.0
158,0.0,55.0,3.0,0.0,0.0,0.0,1.0,15939.24,11439.08
159,0.0,28.0,18.0,0.0,0.0,1.0,0.0,22139.13,3231.788
160,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
161,0.0,24.0,16.0,0.0,0.0,0.0,0.0,3507.242,8955.023
162,0.0,17.0,11.0,0.0,0.0,0.0,1.0,3066.823,12788.25
163,0.0,33.0,12.0,1.0,0.0,1.0,0.0,4676.323,4935.607
164,0.0,23.0,12.0,0.0,0.0,1.0,0.0,9805.597,0.0
165,0.0,29.0,5.0,0.0,1.0,1.0,1.0,6715.5,5927.161
166,0.0,23.0,16.0,0.0,0.0,1.0,0.0,19693.548,29554.531
167,0.0,54.0,3.0,1.0,0.0,0.0,1.0,0.0,221.65899
168,0.0,44.0,12.0,0.0,0.0,1.0,0.0,25243.55,25564.67
169,0.0,49.0,12.0,0.0,0.0,0.0,0.0,25243.55,25564.67
170,0.0,16.0,10.0,0.0,0.0,0.0,1.0,1613.081,3845.045
171,0.0,21.0,12.0,0.0,0.0,0.0,0.0,4398.823,0.0
172,0.0,26.0,16.0,0.0,0.0,0.0,0.0,27750.0,9605.2227
173,0.0,17.0,11.0,0.0,0.0,0.0,1.0,3424.887,7378.289
174,0.0,33.0,12.0,0.0,0.0,1.0,0.0,14952.77,16136.77
175,0.0,22.0,12.0,1.0,0.0,0.0,0.0,2003.68,439.6881
176,0.0,47.0,10.0,1.0,0.0,0.0,1.0,4323.629,19438.02
177,0.0,46.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
178,0.0,53.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
179,0.0,28.0,8.0,0.0,0.0,1.0,1.0,0.0,19516.33
180,0.0,29.0,12.0,0.0,0.0,1.0,0.0,8081.516,0.0
181,0.0,23.0,11.0,0.0,0.0,1.0,1.0,11613.82,18116.93
182,0.0,39.0,14.0,0.0,0.0,1.0,0.0,20875.16,21966.41
183,0.0,32.0,11.0,0.0,0.0,1.0,1.0,23132.76,25564.67
184,0.0,47.0,13.0,0.0,0.0,1.0,0.0,15019.02,286.679
185,0.0,26.0,15.0,0.0,0.0,0.0,0.0,1879.8387,3250.9985
186,0.0,21.0,12.0,0.0,0.0,1.0,0.0,18529.839,11969.585
187,0.0,45.0,14.0,0.0,0.0,0.0,0.0,17054.61,25564.67
188,0.0,24.0,12.0,1.0,0.0,1.0,0.0,11816.129,11821.813
189,0.0,28.0,16.0,0.0,0.0,0.0,0.0,19075.89,23318.53
190,0.0,39.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
191,0.0,30.0,16.0,0.0,0.0,0.0,0.0,7728.823,236.4363
192,0.0,38.0,12.0,0.0,0.0,1.0,0.0,31330.645,31771.121
193,1.0,19.0,8.0,1.0,0.0,0.0,1.0,2657.057,9970.681
194,0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
195,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,2389.679
196,0.0,38.0,16.0,0.0,0.0,1.0,0.0,53709.677,41376.344
197,0.0,52.0,8.0,0.0,0.0,1.0,1.0,13178.56,22616.61
198,0.0,24.0,9.0,1.0,0.0,0.0,1.0,4118.681,597.42
199,0.0,25.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0
200,0.0,16.0,10.0,1.0,0.0,0.0,1.0,488.7581,7831.951
201,0.0,30.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
202,0.0,32.0,16.0,0.0,0.0,1.0,0.0,22712.03,25564.67
203,0.0,53.0,16.0,0.0,0.0,1.0,0.0,28645.161,22165.899
204,0.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
205,0.0,18.0,6.0,0.0,1.0,0.0,1.0,6142.681,3825.308
206,0.0,26.0,12.0,0.0,0.0,1.0,0.0,28645.161,33987.711
207,0.0,27.0,12.0,0.0,0.0,1.0,0.0,18148.5,18910.47
208,0.0,29.0,13.0,0.0,0.0,0.0,0.0,10339.11,12599.1
209,0.0,23.0,8.0,0.0,0.0,1.0,1.0,25073.468,12117.358
210,0.0,52.0,9.0,0.0,0.0,1.0,1.0,25064.516,19210.445
211,0.0,32.0,13.0,0.0,0.0,1.0,0.0,25243.55,22604.78
212,0.0,41.0,12.0,0.0,0.0,1.0,0.0,20635.26,22881.12
213,0.0,30.0,12.0,0.0,0.0,1.0,0.0,25243.55,22454.06
214,0.0,26.0,12.0,0.0,0.0,1.0,0.0,111.0,0.0
215,0.0,39.0,5.0,1.0,0.0,1.0,1.0,13427.419,14629.493
216,0.0,22.0,11.0,1.0,0.0,0.0,1.0,7161.2903,7675.3118
217,0.0,17.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
218,0.0,33.0,12.0,0.0,1.0,1.0,0.0,21245.76,25564.67
219,0.0,27.0,16.0,0.0,0.0,0.0,0.0,4346.903,14356.11
220,1.0,27.0,10.0,0.0,1.0,0.0,1.0,0.0,11142.87
221,0.0,31.0,15.0,0.0,0.0,1.0,0.0,25243.55,25564.67
222,0.0,24.0,6.0,0.0,1.0,1.0,1.0,8948.032,25564.67
223,0.0,32.0,12.0,0.0,0.0,1.0,0.0,25064.516,26599.078
224,0.0,52.0,8.0,0.0,0.0,1.0,1.0,17903.226,17289.401
225,0.0,32.0,4.0,0.0,0.0,1.0,1.0,1378.548,0.0
226,0.0,28.0,12.0,0.0,0.0,1.0,0.0,10716.87,0.0
227,0.0,20.0,12.0,0.0,0.0,1.0,0.0,13008.48,0.0
228,0.0,16.0,8.0,0.0,1.0,0.0,1.0,0.0,8666.866
229,0.0,18.0,8.0,0.0,0.0,0.0,1.0,1391.081,6756.166
230,0.0,21.0,14.0,0.0,0.0,0.0,0.0,10167.24,0.0
231,0.0,31.0,15.0,0.0,0.0,1.0,0.0,25243.55,22117.13
232,0.0,18.0,12.0,0.0,0.0,0.0,0.0,2390.081,20744.33
233,0.0,22.0,12.0,0.0,0.0,0.0,0.0,16188.1,25564.67
234,0.0,16.0,8.0,0.0,0.0,1.0,1.0,0.0,4914.919
235,0.0,27.0,12.0,0.0,0.0,1.0,0.0,0.0,9747.084
236,0.0,30.0,11.0,1.0,0.0,1.0,1.0,15790.65,17208.13
237,0.0,27.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
238,0.0,27.0,15.0,1.0,0.0,0.0,0.0,24169.355,29554.531
239,0.0,20.0,12.0,1.0,0.0,0.0,0.0,13780.11,15232.41
240,0.0,46.0,8.0,0.0,0.0,0.0,1.0,13158.871,10048.541
241,0.0,28.0,14.0,1.0,0.0,1.0,0.0,12532.258,16254.992
242,0.0,24.0,13.0,1.0,0.0,0.0,0.0,25064.516,22165.899
243,0.0,29.0,17.0,0.0,0.0,1.0,0.0,20678.23,13367.51
244,0.0,49.0,16.0,0.0,0.0,1.0,0.0,98467.742,73886.329
245,0.0,23.0,11.0,1.0,0.0,0.0,1.0,5716.407,10274.84
246,0.0,27.0,6.0,0.0,1.0,1.0,1.0,9071.565,5661.171
247,0.0,17.0,10.0,0.0,0.0,0.0,1.0,497.7097,16.25499
248,0.0,16.0,10.0,0.0,0.0,0.0,1.0,143.2258,1714.163
249,0.0,28.0,16.0,0.0,0.0,1.0,0.0,1915.645,22390.51
250,0.0,18.0,12.0,0.0,0.0,0.0,0.0,3526.935,11252.89
251,0.0,49.0,12.0,0.0,0.0,1.0,0.0,35806.452,33987.711
252,0.0,33.0,10.0,0.0,0.0,1.0,1.0,19047.24,10453.44
253,0.0,21.0,12.0,0.0,0.0,0.0,0.0,10072.35,9854.959
254,0.0,45.0,8.0,0.0,0.0,1.0,1.0,10634.52,10307.14
255,0.0,48.0,8.0,0.0,0.0,1.0,1.0,24642.0,16605.21
256,0.0,37.0,17.0,1.0,0.0,1.0,0.0,1306.9355,4236.6421
257,0.0,27.0,12.0,0.0,0.0,1.0,0.0,21109.69,25564.67
258,0.0,20.0,14.0,0.0,0.0,0.0,0.0,3736.403,7762.498
259,0.0,24.0,12.0,0.0,0.0,1.0,0.0,22559.85,15907.73
260,0.0,49.0,8.0,0.0,0.0,1.0,1.0,136.0645,14963.46
261,0.0,54.0,15.0,0.0,0.0,1.0,0.0,37471.452,39304.571
262,0.0,42.0,15.0,0.0,0.0,0.0,0.0,11214.58,1100.906
263,0.0,30.0,12.0,0.0,0.0,1.0,0.0,12174.19,14620.63
264,0.0,24.0,13.0,0.0,0.0,1.0,0.0,1790.3226,449.22888
265,0.0,24.0,12.0,1.0,0.0,1.0,0.0,19693.548,19210.445
266,0.0,34.0,12.0,0.0,0.0,1.0,0.0,19276.4,25564.67
267,0.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,7609.518
268,0.0,29.0,13.0,0.0,0.0,1.0,0.0,17747.47,25273.56
269,0.0,23.0,16.0,0.0,0.0,0.0,0.0,25243.55,25564.67
270,0.0,45.0,8.0,0.0,0.0,1.0,1.0,16220.32,19735.04
271,0.0,50.0,11.0,0.0,0.0,0.0,1.0,10.74194,0.0
272,0.0,31.0,17.0,0.0,0.0,1.0,0.0,25601.613,27042.396
273,0.0,16.0,9.0,0.0,1.0,0.0,1.0,0.0,9014.132
274,0.0,36.0,12.0,0.0,0.0,1.0,0.0,17681.23,17598.25
275,0.0,25.0,13.0,0.0,0.0,1.0,0.0,6652.839,13015.82
276,0.0,33.0,14.0,0.0,0.0,1.0,0.0,23277.77,25564.67
277,0.0,24.0,12.0,0.0,0.0,0.0,0.0,583.6452,230.5253
278,0.0,23.0,15.0,0.0,0.0,1.0,0.0,877.2581,1600.378
279,0.0,19.0,9.0,1.0,0.0,0.0,1.0,1778.089,7171.0
280,0.0,27.0,12.0,0.0,0.0,1.0,0.0,20588.71,18323.81
281,0.0,26.0,14.0,0.0,0.0,1.0,0.0,22251.92,25564.67
282,0.0,29.0,12.0,0.0,0.0,1.0,0.0,25243.55,25337.1
283,0.0,31.0,13.0,0.0,0.0,1.0,0.0,17314.21,7836.384
284,0.0,26.0,13.0,0.0,0.0,1.0,0.0,18887.9,25306.07
285,0.0,36.0,12.0,1.0,0.0,1.0,0.0,25064.516,23643.625
286,0.0,52.0,16.0,0.0,0.0,0.0,0.0,7957.984,0.0
287,0.0,32.0,12.0,0.0,0.0,1.0,0.0,25243.55,25564.67
288,0.0,29.0,12.0,0.0,0.0,1.0,0.0,25959.677,35465.438
289,0.0,48.0,8.0,0.0,0.0,1.0,1.0,8387.661,20558.13
290,0.0,23.0,14.0,1.0,0.0,1.0,0.0,18798.39,20176.88
291,0.0,20.0,12.0,1.0,0.0,0.0,0.0,4475.8065,17732.719
292,0.0,49.0,12.0,0.0,0.0,1.0,0.0,17661.53,22765.86
293,0.0,55.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0
294,0.0,47.0,18.0,0.0,0.0,1.0,0.0,20751.63,13559.62
295,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,2189.426
296,0.0,47.0,10.0,0.0,0.0,1.0,1.0,25243.55,25564.67
297,0.0,26.0,13.0,0.0,0.0,1.0,0.0,17620.35,19380.38
298,0.0,24.0,12.0,0.0,0.0,0.0,0.0,5496.29,14159.58
299,0.0,18.0,11.0,0.0,0.0,0.0,1.0,3226.161,15814.63
300,0.0,18.0,10.0,0.0,0.0,0.0,1.0,2309.516,8584.114
301,0.0,43.0,12.0,0.0,0.0,1.0,0.0,15523.89,15915.12
302,0.0,16.0,8.0,0.0,0.0,0.0,1.0,0.0,3997.25
303,0.0,49.0,17.0,0.0,0.0,1.0,0.0,26854.839,29554.531
304,0.0,23.0,12.0,1.0,0.0,1.0,0.0,6591.968,6923.149
305,0.0,39.0,12.0,0.0,0.0,0.0,0.0,31509.677,15516.129
306,0.0,32.0,13.0,0.0,0.0,0.0,0.0,20391.77,6561.106
307,0.0,28.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0
308,0.0,24.0,9.0,1.0,0.0,0.0,1.0,0.0,16461.57
309,0.0,28.0,13.0,0.0,0.0,1.0,0.0,19693.548,26599.078
310,0.0,32.0,12.0,0.0,0.0,1.0,0.0,17432.37,25564.67
311,0.0,40.0,12.0,0.0,0.0,1.0,0.0,25243.55,23653.97
312,0.0,25.0,14.0,0.0,0.0,1.0,0.0,25243.55,13998.5
313,0.0,25.0,12.0,0.0,0.0,1.0,0.0,23548.11,17465.25
314,0.0,18.0,12.0,0.0,0.0,0.0,0.0,7034.177,7967.902
315,0.0,48.0,8.0,0.0,0.0,1.0,1.0,21483.871,19210.445
316,0.0,52.0,8.0,0.0,0.0,1.0,1.0,11019.44,14053.18
317,0.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,8813.161
318,0.0,26.0,12.0,0.0,0.0,0.0,0.0,23274.194,2955.4531
319,0.0,45.0,12.0,0.0,0.0,1.0,0.0,25243.55,0.0
320,0.0,30.0,12.0,0.0,0.0,1.0,0.0,25243.55,25564.67
321,0.0,28.0,12.0,1.0,0.0,0.0,0.0,4253.806,7314.747
322,1.0,40.0,12.0,1.0,0.0,0.0,0.0,0.0,10804.32
323,0.0,18.0,9.0,1.0,0.0,0.0,1.0,2138.094,5767.704
324,0.0,26.0,12.0,0.0,0.0,1.0,0.0,20005.06,25564.67
325,0.0,21.0,13.0,0.0,0.0,0.0,0.0,3115.161,7471.386
326,0.0,16.0,10.0,0.0,0.0,0.0,1.0,4567.113,15525.0
327,0.0,42.0,9.0,0.0,0.0,1.0,1.0,13173.19,21669.38
328,0.0,32.0,12.0,0.0,0.0,1.0,0.0,6325.21,659.0661
329,0.0,36.0,12.0,0.0,0.0,1.0,0.0,25243.55,25564.67
330,0.0,31.0,16.0,1.0,0.0,0.0,0.0,13185.73,9481.094
331,0.0,21.0,10.0,0.0,0.0,1.0,1.0,8709.919,9293.422
332,0.0,49.0,16.0,0.0,0.0,1.0,0.0,20180.52,19761.64
333,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,8993.865
334,0.0,23.0,10.0,0.0,0.0,1.0,1.0,3145.597,6398.556
335,0.0,53.0,8.0,0.0,0.0,1.0,1.0,14322.581,14843.763
336,0.0,17.0,10.0,0.0,0.0,0.0,1.0,1149.387,7842.295
337,0.0,17.0,11.0,0.0,0.0,0.0,1.0,614.0806,694.5315
338,0.0,48.0,17.0,0.0,0.0,1.0,0.0,29540.323,32951.825
339,0.0,21.0,12.0,0.0,0.0,0.0,0.0,234.5323,0.0
340,0.0,21.0,12.0,0.0,0.0,1.0,0.0,5729.0323,18096.24
341,0.0,19.0,12.0,0.0,0.0,0.0,0.0,2377.548,21236.41
342,0.0,19.0,13.0,0.0,0.0,0.0,0.0,4916.226,1687.564
343,0.0,37.0,12.0,0.0,0.0,1.0,0.0,25071.68,25564.67
344,0.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
345,0.0,41.0,10.0,0.0,0.0,1.0,1.0,23143.5,25564.67
346,0.0,22.0,12.0,0.0,0.0,1.0,0.0,15837.19,15032.91
347,0.0,52.0,0.0,0.0,1.0,1.0,1.0,2506.452,0.0
348,0.0,28.0,13.0,0.0,0.0,1.0,0.0,15396.774,22452.578
349,0.0,23.0,10.0,1.0,0.0,0.0,1.0,7161.2903,6649.7696
