,treatment,age,education,Black,Hispanic,married,nodegree,RE75,RE78
50,0.0,27.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0
51,0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
52,0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
53,0.0,45.0,12.0,0.0,0.0,1.0,0.0,0.0,22165.899
54,0.0,35.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0
55,0.0,37.0,17.0,0.0,0.0,1.0,0.0,0.0,66497.696
56,0.0,27.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0
57,0.0,47.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
58,0.0,48.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
59,0.0,42.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
60,0.0,43.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
61,0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
62,0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
63,0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
64,0.0,29.0,16.0,0.0,0.0,1.0,0.0,0.0,8396.4424
65,0.0,39.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
66,0.0,32.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
67,0.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0
68,0.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0
69,0.0,41.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
70,0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
71,0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
72,0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
73,0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
74,0.0,29.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
75,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
76,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
77,0.0,26.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
78,0.0,43.0,17.0,0.0,0.0,1.0,0.0,0.0,36943.164
79,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
80,0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
81,0.0,54.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0
82,0.0,48.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0
83,0.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
84,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
85,0.0,38.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
86,0.0,37.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
87,0.0,27.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0
88,0.0,51.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
89,0.0,39.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
90,0.0,55.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
91,0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
92,0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
93,0.0,34.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
94,0.0,50.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
95,0.0,50.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
96,0.0,21.0,14.0,0.0,1.0,0.0,0.0,71.612903,3657.3733
97,0.0,26.0,12.0,0.0,0.0,1.0,0.0,71.612903,0.0
98,0.0,21.0,13.0,0.0,0.0,0.0,0.0,692.85484,2659.9078
99,0.0,23.0,16.0,0.0,0.0,1.0,0.0,1521.7742,0.0
100,0.0,21.0,15.0,0.0,0.0,0.0,0.0,3222.5806,14777.266
101,0.0,23.0,14.0,0.0,0.0,0.0,0.0,3401.6129,5319.8157
102,0.0,27.0,16.0,0.0,0.0,1.0,0.0,4833.871,0.0
103,0.0,25.0,12.0,0.0,0.0,1.0,0.0,5729.0323,26599.078
104,0.0,27.0,17.0,0.0,0.0,0.0,0.0,6087.0968,7388.6329
105,0.0,55.0,12.0,0.0,0.0,1.0,0.0,6266.129,10344.086
106,0.0,20.0,12.0,0.0,0.0,1.0,0.0,7161.2903,0.0
107,0.0,18.0,12.0,0.0,0.0,1.0,0.0,8056.4516,19210.445
108,0.0,27.0,12.0,0.0,0.0,1.0,0.0,8235.4839,20688.172
109,0.0,28.0,16.0,0.0,0.0,1.0,0.0,8951.6129,36943.164
110,0.0,36.0,12.0,1.0,0.0,1.0,0.0,8951.6129,11821.813
111,0.0,33.0,13.0,1.0,0.0,1.0,0.0,10741.935,20688.172
112,0.0,36.0,12.0,0.0,0.0,1.0,0.0,10741.935,0.0
113,0.0,27.0,13.0,0.0,0.0,1.0,0.0,16112.903,29554.531
114,0.0,45.0,17.0,0.0,0.0,1.0,0.0,16112.903,17732.719
115,0.0,45.0,17.0,0.0,0.0,1.0,0.0,16112.903,17732.719
116,0.0,45.0,17.0,0.0,0.0,1.0,0.0,16112.903,17732.719
117,0.0,31.0,12.0,0.0,0.0,1.0,0.0,17903.226,0.0
118,0.0,34.0,12.0,0.0,0.0,1.0,0.0,17903.226,63542.243
119,0.0,34.0,12.0,0.0,0.0,1.0,0.0,17903.226,63542.243
120,0.0,47.0,14.0,0.0,0.0,1.0,0.0,17903.226,22165.899
121,0.0,35.0,16.0,0.0,0.0,1.0,0.0,19693.548,17732.719
122,0.0,43.0,17.0,0.0,0.0,1.0,0.0,21161.613,29554.531
123,0.0,25.0,12.0,1.0,0.0,1.0,0.0,21483.871,1220.6022
124,0.0,29.0,15.0,0.0,0.0,0.0,0.0,21483.871,22313.671
125,0.0,31.0,12.0,0.0,0.0,1.0,0.0,21483.871,20688.172
126,0.0,52.0,12.0,0.0,0.0,1.0,0.0,21483.871,22165.899
127,0.0,22.0,16.0,0.0,0.0,0.0,0.0,22558.065,32509.985
128,0.0,53.0,15.0,0.0,0.0,1.0,0.0,24169.355,28076.805
129,0.0,29.0,17.0,0.0,0.0,1.0,0.0,25959.677,36898.833
130,0.0,31.0,13.0,0.0,0.0,1.0,0.0,25959.677,39898.618
131,0.0,35.0,12.0,0.0,0.0,1.0,0.0,26138.71,29554.531
132,0.0,29.0,16.0,0.0,0.0,1.0,0.0,26854.839,23643.625
133,0.0,39.0,12.0,0.0,0.0,1.0,0.0,28645.161,31032.258
134,0.0,37.0,14.0,0.0,0.0,1.0,0.0,32225.806,0.0
135,0.0,30.0,14.0,0.0,0.0,1.0,0.0,32225.806,22165.899
136,0.0,43.0,17.0,0.0,0.0,1.0,0.0,42251.613,41376.344
137,0.0,32.0,17.0,0.0,0.0,1.0,0.0,46548.387,39898.618
138,0.0,44.0,12.0,0.0,0.0,1.0,0.0,71612.903,81274.962
139,0.0,32.0,16.0,0.0,0.0,1.0,0.0,6910.6452,18609.011
140,0.0,43.0,12.0,1.0,0.0,1.0,0.0,1879.8387,5910.9063
141,0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,10344.086
142,0.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,2305.2535
143,0.0,35.0,15.0,0.0,0.0,1.0,0.0,537.09677,0.0
144,0.0,26.0,15.0,0.0,0.0,0.0,0.0,1879.8387,3250.9985
145,0.0,29.0,17.0,0.0,0.0,1.0,0.0,8951.6129,0.0
146,0.0,23.0,12.0,1.0,0.0,0.0,0.0,3222.5806,5910.9063
147,0.0,19.0,12.0,0.0,0.0,1.0,0.0,8593.5484,26599.078
148,0.0,48.0,16.0,0.0,0.0,1.0,0.0,1466.2742,1152.6267
149,0.0,48.0,16.0,0.0,0.0,1.0,0.0,1466.2742,1152.6267
150,0.0,22.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
151,0.0,20.0,12.0,1.0,0.0,0.0,0.0,12532.258,2955.4531
152,0.0,24.0,17.0,0.0,0.0,1.0,0.0,0.0,24825.806
153,0.0,27.0,16.0,0.0,0.0,1.0,0.0,1253.2258,4363.7266
154,0.0,21.0,14.0,0.0,0.0,0.0,0.0,2685.4839,11082.949
155,0.0,53.0,13.0,0.0,0.0,1.0,0.0,3938.7097,4728.725
156,0.0,53.0,13.0,0.0,0.0,1.0,0.0,3938.7097,4728.725
157,0.0,53.0,16.0,0.0,0.0,1.0,0.0,0.0,2955.4531
158,0.0,22.0,15.0,0.0,0.0,1.0,0.0,5370.9677,22165.899
159,0.0,21.0,15.0,0.0,0.0,0.0,0.0,9667.7419,4137.6344
160,0.0,30.0,12.0,0.0,0.0,1.0,0.0,1790.3226,1477.7266
161,0.0,21.0,12.0,1.0,0.0,0.0,0.0,5460.4839,1152.6267
162,0.0,27.0,16.0,0.0,0.0,1.0,0.0,17545.161,21427.035
163,0.0,22.0,15.0,0.0,0.0,0.0,0.0,2864.5161,5024.2704
164,0.0,22.0,12.0,1.0,0.0,1.0,0.0,2470.6452,0.0
165,0.0,23.0,13.0,0.0,0.0,1.0,0.0,5370.9677,11378.495
166,0.0,33.0,12.0,0.0,0.0,1.0,0.0,0.0,2770.7373
167,0.0,24.0,13.0,0.0,0.0,0.0,0.0,3127.6935,14777.266
168,0.0,20.0,12.0,1.0,0.0,0.0,0.0,4475.8065,17732.719
169,0.0,22.0,16.0,0.0,0.0,0.0,0.0,23274.194,25860.215
170,0.0,19.0,12.0,0.0,0.0,1.0,0.0,10741.935,0.0
171,0.0,22.0,15.0,0.0,0.0,1.0,0.0,17187.097,25860.215
172,0.0,43.0,14.0,0.0,0.0,1.0,0.0,0.0,6992.6022
173,0.0,39.0,12.0,0.0,0.0,1.0,0.0,7161.2903,11821.813
174,0.0,28.0,12.0,1.0,0.0,0.0,0.0,2864.5161,0.0
175,0.0,19.0,14.0,0.0,0.0,0.0,0.0,3222.5806,0.0
176,0.0,26.0,17.0,0.0,0.0,1.0,0.0,12532.258,23643.625
177,0.0,18.0,12.0,0.0,0.0,1.0,0.0,11100.0,20688.172
178,0.0,23.0,15.0,0.0,0.0,1.0,0.0,2506.4516,9974.6544
179,0.0,24.0,12.0,1.0,0.0,0.0,0.0,4654.8387,11821.813
180,0.0,27.0,12.0,0.0,0.0,1.0,0.0,0.0,5910.9063
181,0.0,29.0,17.0,0.0,0.0,1.0,0.0,15217.742,24382.488
182,0.0,22.0,12.0,1.0,0.0,0.0,0.0,17133.387,11821.813
183,0.0,27.0,12.0,0.0,0.0,1.0,0.0,254.22581,1090.5622
184,0.0,27.0,15.0,0.0,0.0,1.0,0.0,4654.8387,19210.445
185,0.0,20.0,12.0,1.0,0.0,0.0,0.0,8951.6129,13299.539
186,0.0,27.0,12.0,1.0,0.0,1.0,0.0,1994.4194,17732.719
187,0.0,23.0,12.0,1.0,0.0,1.0,0.0,2864.5161,8866.3594
188,0.0,23.0,12.0,1.0,0.0,1.0,0.0,11637.097,9752.9954
189,0.0,22.0,12.0,0.0,0.0,1.0,0.0,15396.774,39898.618
190,0.0,31.0,12.0,1.0,0.0,1.0,0.0,18440.323,24973.579
191,0.0,26.0,17.0,0.0,0.0,0.0,0.0,11637.097,9457.4501
192,0.0,20.0,12.0,0.0,0.0,1.0,0.0,0.0,4433.1797
193,0.0,30.0,17.0,0.0,0.0,1.0,0.0,4296.7742,22476.221
194,0.0,42.0,16.0,0.0,0.0,0.0,0.0,17903.226,16254.992
195,0.0,21.0,14.0,0.0,0.0,1.0,0.0,9309.6774,23052.535
196,0.0,25.0,16.0,0.0,0.0,1.0,0.0,2954.0323,0.0
197,0.0,27.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
198,0.0,26.0,17.0,0.0,0.0,1.0,0.0,19693.548,26599.078
199,0.0,29.0,16.0,0.0,0.0,1.0,0.0,17187.097,23643.625
200,0.0,20.0,12.0,0.0,0.0,0.0,0.0,716.12903,0.0
201,0.0,52.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
202,0.0,23.0,17.0,0.0,0.0,0.0,0.0,2148.3871,33987.711
203,0.0,21.0,14.0,0.0,0.0,1.0,0.0,7161.2903,17141.628
204,0.0,24.0,16.0,0.0,0.0,0.0,0.0,8951.6129,17732.719
205,0.0,30.0,17.0,0.0,0.0,1.0,0.0,12084.677,5172.043
206,0.0,25.0,17.0,0.0,0.0,0.0,0.0,17414.468,5030.1813
207,0.0,21.0,12.0,0.0,0.0,1.0,0.0,6803.2258,7388.6329
208,0.0,28.0,12.0,0.0,0.0,1.0,0.0,10741.935,9014.1321
209,0.0,20.0,12.0,0.0,0.0,1.0,0.0,6266.129,15244.227
210,0.0,36.0,16.0,0.0,0.0,0.0,0.0,4833.871,5319.8157
211,0.0,19.0,12.0,1.0,0.0,0.0,0.0,8056.4516,12117.358
212,0.0,21.0,12.0,1.0,0.0,1.0,0.0,3043.5484,10048.541
213,0.0,47.0,12.0,0.0,0.0,1.0,0.0,9513.7742,5319.8157
214,0.0,24.0,16.0,0.0,0.0,1.0,0.0,4833.871,33987.711
215,0.0,24.0,12.0,1.0,0.0,1.0,0.0,8951.6129,17732.719
216,0.0,25.0,17.0,0.0,0.0,1.0,0.0,10562.903,30101.29
217,0.0,21.0,16.0,0.0,0.0,1.0,0.0,10562.903,16993.856
218,0.0,31.0,12.0,1.0,0.0,1.0,0.0,11064.194,15959.447
219,0.0,26.0,14.0,0.0,0.0,1.0,0.0,13427.419,31032.258
220,0.0,22.0,12.0,1.0,0.0,0.0,0.0,10367.758,5763.1336
221,0.0,20.0,13.0,1.0,0.0,0.0,0.0,12532.258,14777.266
222,0.0,20.0,13.0,0.0,1.0,1.0,0.0,10025.806,27337.942
223,0.0,27.0,14.0,0.0,0.0,1.0,0.0,0.0,26007.988
224,0.0,26.0,12.0,0.0,0.0,0.0,0.0,11637.097,10344.086
225,0.0,23.0,17.0,0.0,0.0,1.0,0.0,5370.9677,0.0
226,0.0,23.0,12.0,1.0,0.0,0.0,0.0,12532.258,14186.175
227,0.0,22.0,12.0,1.0,0.0,0.0,0.0,4475.8065,0.0
228,0.0,21.0,12.0,1.0,0.0,0.0,0.0,11458.065,11208.556
229,0.0,21.0,12.0,0.0,0.0,1.0,0.0,12532.258,25121.352
230,0.0,28.0,14.0,0.0,0.0,1.0,0.0,7877.4194,13742.857
231,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0.0,8275.2688
232,0.0,25.0,14.0,0.0,0.0,0.0,0.0,1790.3226,0.0
233,0.0,30.0,12.0,0.0,0.0,1.0,0.0,3222.5806,3250.9985
234,0.0,27.0,13.0,1.0,0.0,1.0,0.0,4096.2581,24514.006
235,0.0,22.0,13.0,0.0,0.0,0.0,0.0,6266.129,17363.287
236,0.0,23.0,16.0,0.0,0.0,1.0,0.0,14143.548,22165.899
237,0.0,24.0,12.0,1.0,0.0,1.0,0.0,14322.581,26599.078
238,0.0,19.0,13.0,0.0,0.0,0.0,0.0,15217.742,17732.719
239,0.0,21.0,14.0,0.0,0.0,1.0,0.0,11407.935,17141.628
240,0.0,29.0,17.0,0.0,0.0,1.0,0.0,7161.2903,8866.3594
241,0.0,27.0,16.0,0.0,0.0,1.0,0.0,11637.097,25121.352
242,0.0,28.0,15.0,0.0,0.0,1.0,0.0,15217.742,9161.9048
243,0.0,26.0,12.0,0.0,0.0,1.0,0.0,0.0,2955.4531
244,0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
245,0.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,12708.449
246,0.0,27.0,15.0,0.0,0.0,1.0,0.0,10741.935,18471.582
247,0.0,26.0,13.0,0.0,0.0,0.0,0.0,5729.0323,9605.2227
248,0.0,21.0,12.0,0.0,0.0,1.0,0.0,7934.7097,0.0
249,0.0,53.0,14.0,1.0,0.0,1.0,0.0,8421.6774,8127.4962
250,0.0,21.0,13.0,0.0,0.0,1.0,0.0,12743.516,11082.949
251,0.0,22.0,13.0,0.0,0.0,0.0,0.0,3759.6774,16254.992
252,0.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,37.0,15.0,0.0,1.0,1.0,0.0,179.03226,11821.813
254,0.0,33.0,13.0,0.0,0.0,0.0,0.0,3580.6452,16254.992
255,0.0,19.0,12.0,1.0,0.0,0.0,0.0,3759.6774,3694.3164
256,0.0,28.0,12.0,0.0,0.0,1.0,0.0,4475.8065,15663.902
257,0.0,32.0,12.0,1.0,0.0,1.0,0.0,5370.9677,8866.3594
258,0.0,24.0,12.0,0.0,0.0,0.0,0.0,5370.9677,5910.9063
259,0.0,22.0,12.0,0.0,0.0,0.0,0.0,7497.871,17732.719
260,0.0,20.0,12.0,1.0,0.0,1.0,0.0,8951.6129,20688.172
261,0.0,23.0,12.0,0.0,0.0,1.0,0.0,8951.6129,12058.249
262,0.0,27.0,12.0,1.0,0.0,1.0,0.0,8951.6129,2210.679
263,0.0,23.0,12.0,1.0,0.0,1.0,0.0,12532.258,21870.353
264,0.0,19.0,12.0,0.0,1.0,1.0,0.0,12532.258,13299.539
265,0.0,27.0,14.0,0.0,0.0,0.0,0.0,14322.581,16254.992
266,0.0,22.0,16.0,0.0,0.0,1.0,0.0,16112.903,16254.992
267,0.0,42.0,12.0,0.0,0.0,1.0,0.0,16112.903,15516.129
268,0.0,20.0,13.0,0.0,0.0,0.0,0.0,17491.452,2216.5899
269,0.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,23.0,12.0,1.0,0.0,1.0,0.0,13427.419,4433.1797
271,0.0,19.0,12.0,0.0,0.0,1.0,0.0,9309.6774,11963.674
272,0.0,21.0,12.0,1.0,0.0,1.0,0.0,13092.629,10583.478
273,0.0,26.0,12.0,0.0,0.0,1.0,0.0,13606.452,11969.585
274,0.0,21.0,16.0,0.0,0.0,0.0,0.0,22379.032,27337.942
275,0.0,24.0,12.0,1.0,0.0,1.0,0.0,15416.468,8335.8556
276,0.0,29.0,12.0,0.0,0.0,1.0,0.0,5908.0645,14481.72
277,0.0,26.0,12.0,1.0,0.0,1.0,0.0,8593.5484,10344.086
278,0.0,23.0,14.0,1.0,0.0,1.0,0.0,10398.194,13003.994
279,0.0,25.0,12.0,0.0,0.0,0.0,0.0,9130.6452,15811.674
280,0.0,21.0,12.0,0.0,0.0,1.0,0.0,5729.0323,18096.24
281,0.0,25.0,12.0,1.0,0.0,0.0,0.0,6266.129,10344.086
282,0.0,22.0,12.0,0.0,0.0,1.0,0.0,9939.871,15486.575
283,0.0,22.0,12.0,0.0,0.0,1.0,0.0,10741.935,19653.763
284,0.0,23.0,12.0,1.0,0.0,1.0,0.0,12174.194,18471.582
285,0.0,18.0,12.0,0.0,0.0,0.0,0.0,14322.581,22165.899
286,0.0,27.0,12.0,1.0,0.0,0.0,0.0,14322.581,19210.445
287,0.0,21.0,12.0,1.0,0.0,0.0,0.0,14859.677,5578.4178
288,0.0,25.0,12.0,0.0,0.0,1.0,0.0,16112.903,26599.078
289,0.0,21.0,13.0,0.0,0.0,1.0,0.0,17903.226,28224.578
290,0.0,27.0,12.0,0.0,0.0,1.0,0.0,44758.065,0.0
291,0.0,23.0,12.0,0.0,0.0,1.0,0.0,7161.2903,10416.495
292,0.0,21.0,12.0,0.0,0.0,1.0,0.0,14995.742,17732.719
293,0.0,23.0,14.0,1.0,0.0,1.0,0.0,12532.258,8866.3594
294,0.0,23.0,16.0,1.0,0.0,0.0,0.0,16490.661,19210.445
295,0.0,31.0,17.0,0.0,0.0,1.0,0.0,29465.129,39817.343
296,0.0,27.0,12.0,1.0,0.0,1.0,0.0,5370.9677,6649.7696
297,0.0,21.0,12.0,1.0,0.0,1.0,0.0,7161.2903,7388.6329
298,0.0,23.0,12.0,1.0,0.0,1.0,0.0,8271.2903,10403.195
299,0.0,19.0,12.0,0.0,0.0,1.0,0.0,5550.0,11526.267
300,0.0,46.0,12.0,0.0,0.0,1.0,0.0,8504.0323,10376.596
301,0.0,24.0,12.0,0.0,0.0,1.0,0.0,2864.5161,2216.5899
302,0.0,20.0,13.0,0.0,1.0,0.0,0.0,0.0,8275.2688
303,0.0,24.0,17.0,0.0,0.0,1.0,0.0,5370.9677,22904.762
304,0.0,23.0,12.0,0.0,0.0,1.0,0.0,9130.6452,11821.813
305,0.0,34.0,12.0,0.0,0.0,1.0,0.0,9166.4516,23475.164
306,0.0,35.0,12.0,0.0,0.0,1.0,0.0,9313.2581,11821.813
307,0.0,23.0,12.0,0.0,0.0,0.0,0.0,11834.032,16846.083
308,0.0,21.0,14.0,1.0,0.0,0.0,0.0,5370.9677,9900.768
309,0.0,21.0,12.0,0.0,1.0,1.0,0.0,8772.5806,10512.547
310,0.0,26.0,12.0,0.0,0.0,1.0,0.0,0.0,13299.539
311,0.0,23.0,13.0,0.0,0.0,1.0,0.0,8593.5484,23643.625
312,0.0,27.0,12.0,0.0,1.0,1.0,0.0,11279.032,14038.402
313,0.0,50.0,12.0,0.0,1.0,1.0,0.0,9846.7742,13299.539
314,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0.0,11821.813
315,0.0,25.0,12.0,0.0,0.0,1.0,0.0,2685.4839,25121.352
316,0.0,21.0,12.0,1.0,0.0,1.0,0.0,4296.7742,14777.266
317,0.0,21.0,13.0,0.0,0.0,1.0,0.0,8593.5484,28787.591
318,0.0,33.0,12.0,1.0,0.0,0.0,0.0,8951.6129,0.0
319,0.0,19.0,12.0,0.0,0.0,1.0,0.0,9846.7742,20688.172
320,0.0,20.0,12.0,0.0,0.0,1.0,0.0,10204.839,29258.986
321,0.0,22.0,12.0,1.0,0.0,1.0,0.0,10741.935,11162.747
322,0.0,32.0,12.0,0.0,0.0,1.0,0.0,11458.065,11821.813
323,0.0,24.0,13.0,0.0,0.0,1.0,0.0,11458.065,11526.267
324,0.0,29.0,12.0,1.0,0.0,1.0,0.0,12532.258,19210.445
325,0.0,23.0,12.0,1.0,0.0,1.0,0.0,12532.258,11821.813
326,0.0,26.0,14.0,0.0,0.0,1.0,0.0,13427.419,20688.172
327,0.0,20.0,12.0,0.0,0.0,1.0,0.0,13427.419,10713.518
328,0.0,27.0,12.0,1.0,0.0,1.0,0.0,14322.581,11821.813
329,0.0,24.0,12.0,1.0,0.0,1.0,0.0,14322.581,33987.711
330,0.0,24.0,17.0,0.0,0.0,0.0,0.0,16112.903,36943.164
331,0.0,21.0,13.0,0.0,0.0,0.0,0.0,16112.903,20688.172
332,0.0,25.0,12.0,1.0,0.0,1.0,0.0,21483.871,6649.7696
333,0.0,30.0,12.0,1.0,0.0,1.0,0.0,25064.516,29554.531
334,0.0,26.0,12.0,1.0,0.0,0.0,0.0,10741.935,15619.57
335,0.0,22.0,12.0,0.0,0.0,0.0,0.0,14322.581,14777.266
336,0.0,47.0,12.0,0.0,0.0,1.0,0.0,10523.516,11283.92
337,0.0,22.0,12.0,0.0,0.0,0.0,0.0,15754.839,19949.309
338,0.0,31.0,12.0,1.0,0.0,1.0,0.0,8951.6129,9605.2227
339,0.0,35.0,12.0,0.0,0.0,1.0,0.0,9309.6774,11821.813
340,0.0,49.0,12.0,0.0,0.0,1.0,0.0,11082.097,6537.4624
341,0.0,25.0,13.0,1.0,0.0,0.0,0.0,15396.774,12486.79
342,0.0,23.0,12.0,0.0,0.0,1.0,0.0,10562.903,9221.0138
343,0.0,25.0,17.0,0.0,0.0,1.0,0.0,22004.855,49429.954
344,0.0,23.0,16.0,0.0,0.0,1.0,0.0,26854.839,11821.813
345,0.0,34.0,17.0,0.0,0.0,0.0,0.0,7161.2903,5910.9063
346,0.0,21.0,12.0,0.0,0.0,1.0,0.0,8056.4516,12117.358
347,0.0,27.0,12.0,1.0,0.0,0.0,0.0,3222.5806,8866.3594
348,0.0,23.0,12.0,0.0,0.0,1.0,0.0,5370.9677,11821.813
